step,bf16,block_fp8,dynamic_rht_block_fp8
49,0.0005958873080089688,0.0017984297592192888,0.0017744492506608367
50,0.0006033533718436956,0.0018588548991829157,0.0018114680424332619
51,0.0005927165620960295,0.0017781185451894999,0.0017521276604384184
52,0.0005854491610080004,0.0017786637181416154,0.001766771194525063
53,0.000576396647375077,0.0017766973469406366,0.0017367734108120203
54,0.0005731461569666862,0.001810425310395658,0.0017735633300617337
55,0.0005599713185802102,0.001766325905919075,0.0017279773019254208
56,0.0005524236476048827,0.0017601361032575369,0.0017421909142285585
57,0.0005076291272416711,0.0017230706289410591,0.001700886874459684
58,0.0005196565762162209,0.0017510681645944715,0.0017270385287702084
59,0.0005056651425547898,0.001712639583274722,0.0016770563088357449
60,0.0005029897438362241,0.0017406308325007558,0.0016863059718161821
61,0.0004962196690030396,0.0017084236023947597,0.0016826852224767208
62,0.0004924848908558488,0.001787923974916339,0.0017292614793404937
63,0.0004828941891901195,0.0017046598950400949,0.001675338950008154
64,0.00047863496001809835,0.0017244985792785883,0.0016795406118035316
65,0.0004458323528524488,0.001677282969467342,0.0016459121834486723
66,0.00045601045712828636,0.0017206532647833228,0.00168326823040843
67,0.00044289365177974105,0.0016699641710147262,0.001653200015425682
68,0.0004402387421578169,0.0016479410696774721,0.0016431852709501982
69,0.00043911972898058593,0.0016617696965113282,0.0016564028337597847
70,0.0004350145463831723,0.0017373989103361964,0.001684303511865437
71,0.00042424025014042854,0.0016726250760257244,0.001638348214328289
72,0.0004247768083587289,0.0016713828081265092,0.0016534810420125723
73,0.0004006141098216176,0.0016357935965061188,0.0016188821755349636
74,0.00040777656249701977,0.0016905643278732896,0.0016603595577180386
75,0.00039679574547335505,0.0016479279147461057,0.001610530773177743
76,0.0003955651191063225,0.0016422118060290813,0.0016277940012514591
77,0.00039373617619276047,0.0016656355001032352,0.0016259532421827316
78,0.00039192583062686026,0.001710820128209889,0.0016524485545232892
79,0.00038577354280278087,0.0016373016405850649,0.0016342428280040622
80,0.00038251321529969573,0.0016644606366753578,0.0016339326975867152
81,0.00036283404915593565,0.0016196806682273746,0.0015937478747218847
82,0.0003691701858770102,0.0016717211110517383,0.0016295257955789566
83,0.00035944709088653326,0.001626375480554998,0.001605867175385356
84,0.0003621481009759009,0.001629083650186658,0.0015888870693743229
85,0.00035819559707306325,0.0016371984966099262,0.0016070008277893066
86,0.0003588745021261275,0.0016893378924578428,0.0016372097888961434
87,0.0003487486392259598,0.0016517837066203356,0.0015959949232637882
88,0.000350399874150753,0.0016233650967478752,0.001614108681678772
89,0.0003328087041154504,0.001644710311666131,0.0016017550369724631
90,0.0003421998699195683,0.0016574927140027285,0.0016187082510441542
91,0.00033010158222168684,0.0016071370337158442,0.0015825771261006594
92,0.0003327636222820729,0.0016094788443297148,0.0015973859699442983
93,0.00032933487091213465,0.001596028683707118,0.0016020664479583502
94,0.0003283446712885052,0.0016884387005120516,0.0016409953823313117
95,0.00032237678533419967,0.0016036860179156065,0.0015811189077794552
96,0.0003237806377001107,0.001625005854293704,0.0016018139431253076
97,0.00031047925585880876,0.0015907427296042442,0.0015790043398737907
98,0.00031485100043937564,0.001647371333092451,0.0016320232534781098
99,0.00030595154385082424,0.001618721173144877,0.0015688727144151926
100,0.0003090379759669304,0.0016121286898851395,0.001584565849043429
101,0.0003038340073544532,0.0015980363823473454,0.0015865409513935447
102,0.00030687032267451286,0.0016869247192516923,0.0016217249212786555
103,0.0002999945427291095,0.0015991441905498505,0.0015617143362760544
104,0.00030128247453831136,0.0016145152039825916,0.0015869700582697988
105,0.00029077145154587924,0.0015843667788431048,0.0015623460058122873
106,0.0002962554572150111,0.0016274333465844393,0.001605850295163691
107,0.0002887598820962012,0.0015915838303044438,0.0015664647798985243
108,0.0002942532883025706,0.0016033141873776913,0.0015822229906916618
109,0.00028818778810091317,0.0015776443760842085,0.0015805306611582637
110,0.00028822061722166836,0.001659973873756826,0.001627038698643446
111,0.00028054212452843785,0.0015786626609042287,0.001570046180859208
112,0.0002848139847628772,0.0016135848127305508,0.0015766071155667305
113,0.0002723671495914459,0.001593802124261856,0.0015436469111591578
114,0.00027774705085903406,0.0016309190541505814,0.00159767409786582
115,0.00026894433540292084,0.0015865671448409557,0.0015759228263050318
116,0.00027618990861810744,0.0015723987016826868,0.0015750377206131816
117,0.0002697463787626475,0.0016056271269917488,0.0015625979285687208
118,0.0002728272811509669,0.0016572177410125732,0.0016212351620197296
119,0.00026607143809087574,0.0015727982390671968,0.0015702112577855587
120,0.00026766990777105093,0.0016091361176222563,0.0015622605569660664
