comparison,left_ms,right_ms,right_over_left
static_vs_dynamic_bf16_working,5.935535907745361,6.997424125671387,1.1789035117352005
static_vs_dynamic_fused_2d_fp8,6.727760076522827,7.835568189620972,1.1646622502137003
dynamic_bf16_working_vs_fused_2d_fp8,7.752560138702393,7.660160064697266,0.9880813470193096
