method,initial_loss,final_loss,loss_reduction,median_step_ms,tokens_per_second
bf16,0.007097657769918442,0.00026766990777105093,26.516457636281476,0.8560639917850494,299043.0650706302
block_fp8,0.00771732721477747,0.0016091361176222563,4.795944314630757,1.067247986793518,239869.2742153925
dynamic_rht_block_fp8,0.007073109969496727,0.0015622605569660664,4.527484188189973,1.2737280130386353,200984.82358826388
