phase,plain_te_median_ms,fused_rht_median_ms,speedup_median,speedup_min,speedup_max
forward,2.0784800052642822,2.472256064414978,0.8416244567576742,0.8407219766517685,0.843257981839049
backward,3.7531840801239014,3.946128010749817,0.9515570109766048,0.9511055064355974,0.9521547629850009
forward_backward,6.851920127868652,7.631263971328735,0.897588190340579,0.8902052275122184,0.8978748675988487
full_step,10.294528007507324,7.858543872833252,1.3120177473357277,1.3099790717075712,1.3176565195572636
