metric,mapped,fused,speedup_or_ratio
full_step_ms,10.460447788238525,7.436320066452026,1.4066699247426764
optimizer_tail_ms,4.4020960330963135,1.4054720401763916,3.132112135467195
controlled_median_step_ms,1.2211840152740479,1.0294079780578613,1.1862974071543548
controlled_final_loss,0.0018466426990926266,0.0018174690194427967,0.9842017734864656
